施設名,種別,管理運営機関,都道府県,市区町村,住所,電話番号,アドレス,Webサイト,担当部署,担当者,自主事業,状態,温度感,次回アクション,備考,補完状況,補完元,補完元URL
札幌新陽高等学校,私立高等学校,私立,北海道,札幌市南区,北海道札幌市南区澄川５条７丁目１－１,011-821-6161,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101310600105 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0050005 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
東海大学付属札幌高等学校,私立高等学校,私立,北海道,札幌市南区,北海道札幌市南区南沢５条１丁目１番１号,011-571-5175,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101310600123 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0050825 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
北星学園大学附属高等学校,私立高等学校,私立,北海道,札幌市厚別区,北海道札幌市厚別区厚別町下野幌３８番地,011-897-2881,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101310800103 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0040007 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
星槎もみじ中学校,私立中学校,私立,北海道,札幌市厚別区,北海道札幌市厚別区もみじ台北５丁目１２－１,011-809-3830,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C101310800016 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 0040014 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/2/_/%E7%A7%81%E7%AB%8B%E4%B8%AD%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
星槎国際高等学校,私立高等学校,私立,北海道,札幌市厚別区,北海道札幌市厚別区もみじ台北５丁目１２－１,011-899-3830,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101310800201 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0750163 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
北海道科学大学高等学校,私立高等学校,私立,北海道,札幌市手稲区,北海道札幌市手稲区前田７条１５丁目４－２,011-821-0173,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101310500124 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0060817 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
札幌光星中学校,私立中学校,私立,北海道,札幌市東区,北海道札幌市東区北１３条東９丁目１番１号,011-721-4951,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C101310300011 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 0650013 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/2/_/%E7%A7%81%E7%AB%8B%E4%B8%AD%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
札幌光星高等学校,私立高等学校,私立,北海道,札幌市東区,北海道札幌市東区北１３条東９丁目１－１,011-711-7161,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101310300126 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0650013 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
札幌北斗高等学校,私立高等学校,私立,北海道,札幌市東区,北海道札幌市東区北１５条東２丁目１－１０,011-711-6121,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101310300117 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0650015 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
札幌大谷中学校,私立中学校,私立,北海道,札幌市東区,北海道札幌市東区北１６条東９丁目,011-731-2451,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C101310300020 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 0650016 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/2/_/%E7%A7%81%E7%AB%8B%E4%B8%AD%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
札幌大谷高等学校,私立高等学校,私立,北海道,札幌市東区,北海道札幌市東区北１６条東９丁目１－１,011-731-2451,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101310300108 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0650016 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
北嶺中学校,私立中学校,私立,北海道,札幌市清田区,北海道札幌市清田区真栄４４８番地１,011-883-4651,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C101311000012 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 0040839 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/2/_/%E7%A7%81%E7%AB%8B%E4%B8%AD%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
北嶺高等学校,私立高等学校,私立,北海道,札幌市清田区,北海道札幌市清田区真栄４４８－１,011-883-4651,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101311000109 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0040839 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
札幌山の手高等学校,私立高等学校,私立,北海道,札幌市西区,北海道札幌市西区山の手２条８丁目５－１２,011-611-7301,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101310700104 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0630002 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
北海学園札幌高等学校,私立高等学校,私立,北海道,札幌市豊平区,北海道札幌市豊平区旭町４丁目１－４２,011-841-1161,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101310500115 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0628603 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
北海高等学校,私立高等学校,私立,北海道,札幌市豊平区,北海道札幌市豊平区旭町４丁目１－４１,011-841-1161,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101310500106 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0628601 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
札幌第一高等学校,私立高等学校,私立,北海道,札幌市豊平区,北海道札幌市豊平区月寒西１条９丁目１０－１５,011-851-9361,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101310500133 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0620021 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
池上学院高等学校,私立高等学校,私立,北海道,札幌市豊平区,北海道札幌市豊平区豊平３条５丁目１番３８号,011-811-5297,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101310500204 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0620903 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
田中学園立命館慶祥小学校,私立小学校,私立,北海道,札幌市豊平区,北海道札幌市豊平区西岡１条７丁目２－１,011-381-8888,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: B101310500011 / 学校種: B1(小学校) / 本分校: 本校 / 郵便番号: 0620031 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/2/_/%E7%A7%81%E7%AB%8B%E4%B8%AD%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
立命館慶祥中学校,私立中学校,私立,北海道,江別市,北海道江別市西野幌６４０－１,011-381-8888,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C101321700103 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 0690832 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/2/_/%E7%A7%81%E7%AB%8B%E4%B8%AD%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
立命館慶祥高等学校,私立高等学校,私立,北海道,江別市,北海道江別市西野幌６４０－１,011-381-8888,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101321700101 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0690832 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
酪農学園大学附属とわの森三愛高等学校,私立高等学校,私立,北海道,江別市,北海道江別市文京台緑町５６９番地,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101321700110 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0690836 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
白樺学園高等学校,私立高等学校,私立,北海道,河西郡芽室町,北海道河西郡芽室町北伏古東７線１０番１,0155-62-7411,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101363700103 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0820082 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
クラーク記念国際高等学校,私立高等学校,私立,北海道,深川市,北海道深川市納内町３丁目２番４０号,0164-24-2001,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101322800108 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0780151 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
稚内大谷高等学校,私立高等学校,私立,北海道,稚内市,北海道稚内市富岡１丁目１番１号,0162-32-2660,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101321400104 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0970012 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
日本体育大学附属高等支援学校,私立特別支援学校,私立,北海道,網走市,北海道網走市大曲１丁目６番１号,0152-67-9141,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: E101321100104 / 学校種: E1(養護) / 本分校: 本校 / 郵便番号: 0930045 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/2/2/4/3/6/8/_/%E7%A7%81%E7%AB%8B%E7%89%B9%E5%88%A5%E6%94%AF%E6%8F%B4%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
北海道栄高等学校,私立高等学校,私立,北海道,苫小牧市,北海道苫小牧市錦西町３丁目２番１号,0144-82-2185,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101357800104 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0591266 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
苫小牧中央高等学校,私立高等学校,私立,北海道,苫小牧市,北海道苫小牧市光洋町３丁目１３番２号,0144-74-4200,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101321300105 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0530811 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
駒澤大学附属苫小牧高等学校,私立高等学校,私立,北海道,苫小牧市,北海道苫小牧市美園町１－９－３,0144-32-6291,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101321300114 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0538541 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
北海道シュタイナー学園いずみの学校中等部,私立中学校,私立,北海道,虻田郡豊浦町,北海道虻田郡豊浦町字東雲町８３番地２,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C101357100103 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 0495411 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
北海道シュタイナー学園いずみの学校初等部,私立小学校,私立,北海道,虻田郡豊浦町,北海道虻田郡豊浦町東雲町８３番地２,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: B101357100105 / 学校種: B1(小学校) / 本分校: 本校 / 郵便番号: 0495411 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
武修館高等学校,私立高等学校,私立,北海道,釧路市,北海道釧路市武佐５丁目９番１号,0154-47-3211,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D101320600104 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0850806 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,北海道 私立学校名簿PDF,https://www.pref.hokkaido.lg.jp/fs/1/2/6/7/4/2/2/1/_/%E7%A7%81%E7%AB%8B%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E5%90%8D%E7%B0%BF(R7.9.1).pdf
八戸学院野辺地西高等学校,私立高等学校,私立,青森県,上北郡野辺地町,青森県上北郡野辺地町字枇杷野５１－６,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D102310000146 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0393156 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
五所川原第一高等学校,私立高等学校,私立,青森県,五所川原市,青森県五所川原市元町４２,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D102310000119 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 0370044 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
